cb_2020_3,tcc_mean
1400000US13089021223,32.72256131341499
1400000US13089021224,34.186404523299366
1400000US13089021225,9.668905268230596
1400000US13089021226,23.579836495821887
1400000US13089021227,39.78854173586355
1400000US13089021228,44.44494900125529
1400000US13089021229,48.074209882183595
1400000US13089021230,15.447418754291458
1400000US13089021301,15.048283515376951
1400000US13089021305,28.870683121092437
1400000US13089021306,26.854290559894583
1400000US13089021307,32.073497621714004
1400000US13089021308,31.008807719030635
1400000US13089021309,14.201222324723254
1400000US13089021310,26.925000407872492
1400000US13089021405,37.3870937089762
1400000US13089021409,27.718787697046945
1400000US13089021410,36.86546379579432
1400000US13089021411,34.06584136535945
1400000US13089021412,35.73387218903344
1400000US13089021415,32.25169917067053
1400000US13089021416,32.73951968945203
1400000US13089021417,23.768123093983927
1400000US13089021418,30.794675813728055
1400000US13089021419,29.99592850925039
1400000US13089021420,29.962650138745413
1400000US13089021421,36.919500762410365
1400000US13089021502,37.969710451991254
1400000US13089021503,42.34669005258146
1400000US13089021505,50.16331257840292
1400000US13089021506,47.7930041664422
1400000US13089021602,44.82115678079106
1400000US13089021604,47.69619696792106
1400000US13089021606,43.975084341865724
1400000US13089021607,22.84817336728049
1400000US13089021608,45.36771194712425
1400000US13089021609,45.28736563290135
1400000US13089021703,50.866821107339625
1400000US13089021707,47.77133701604608
1400000US13089021708,26.019746049096966
1400000US13089021709,49.99231807192239
1400000US13089021710,49.51206393578295
1400000US13089021711,29.133672075272504
1400000US13089021712,41.298503135026934
1400000US13089021808,43.33346549211035
1400000US13089021812,40.02270669000373
1400000US13089021813,34.95416897114568
1400000US13089021815,45.81660919898896
1400000US13089021816,37.85433292615935
1400000US13089021817,32.11091490077364
1400000US13089021818,40.49257344152985
1400000US13089021819,37.680434167927274
1400000US13089021820,29.563851201960617
1400000US13089021821,49.976793346448076
1400000US13089021822,42.38652355198917
1400000US13089021823,37.61711659297185
1400000US13089021824,18.42255875448199
1400000US13089021906,45.287060387131966
1400000US13089021908,42.361747682294066
1400000US13089021910,27.964524727279002
1400000US13089021911,23.05829214313451
1400000US13089021912,62.95250705812348
1400000US13089021913,31.194081276254305
1400000US13089021914,51.38069901531102
1400000US13089021915,47.26281751858826
1400000US13089021916,39.467471030275
1400000US13089021917,42.0292903464317
1400000US13089022001,43.9767144928477
1400000US13089022005,36.58408772688264
1400000US13089022007,36.99804378504025
1400000US13089022010,42.582499958168555
1400000US13089022011,40.327808574054984
1400000US13089022012,29.797493126508254
1400000US13089022013,37.636778021676506
1400000US13089022014,34.15895155885854
1400000US13089022015,39.75274910110838
1400000US13089022016,39.003442858858
1400000US13089022100,34.99885125037773
1400000US13089022203,16.422802077884818
1400000US13089022205,42.65146878824971
1400000US13089022206,32.793322811018236
1400000US13089022302,44.86776478326435
1400000US13089022303,40.983694579851424
1400000US13089022304,45.17749926859882
1400000US13089022401,50.143479923416265
1400000US13089022403,54.39034426572332
1400000US13089022404,24.741225432859427
1400000US13089022405,53.284922624809056
1400000US13089022501,24.53475453358519
1400000US13089022502,46.37267215148084
1400000US13089022601,33.238427673781864
1400000US13089022602,44.907904197241805
1400000US13089022700,33.808745091327594
1400000US13089022800,43.83499939433444
1400000US13089022900,42.86406951563332
1400000US13089023000,34.63485234999257
1400000US13089023101,44.610727865398964
1400000US13089023102,35.798917847294064
1400000US13089023107,46.867868529219386
1400000US13089023108,33.33244817731386
1400000US13089023111,45.09788726006967
1400000US13089023112,37.431682828456196
1400000US13089023113,27.74569299338883
1400000US13089023114,42.18518073823961
1400000US13089023115,10.312371411171535
1400000US13089023209,48.48561225144468
1400000US13089023211,47.638020065334295
1400000US13089023212,46.14724009015615
1400000US13089023213,40.069771488065626
1400000US13089023214,31.8055697798716
1400000US13089023215,46.020253172359986
1400000US13089023216,54.792721377029835
1400000US13089023217,48.365061612370354
1400000US13089023218,47.799933063995596
1400000US13089023219,50.682011406144625
1400000US13089023220,52.82950414265427
1400000US13089023221,58.56686846864195
1400000US13089023222,47.63324458890979
1400000US13089023311,55.093414254372966
1400000US13089023313,32.8974514180597
