cb_2020_3,building_count,building_area_m2,building_density,coverage_ratio
1400000US36081047500,782.0,81407.2,2773.22666,0.288696
1400000US36081047600,557.0,77672.5,1017.49098,0.141887
1400000US36081047801,578.0,106283.27,1110.61793,0.204222
1400000US36081047802,481.0,35395.62,3624.935942,0.26675
1400000US36081047900,944.0,105360.71,2405.242614,0.268451
1400000US36081048000,827.0,61790.33,3591.654506,0.268355
1400000US36081048100,313.0,47688.25,2250.956477,0.342953
1400000US36081048200,455.0,51902.26,1992.310993,0.227265
1400000US36081048301,292.0,25710.92,3341.343403,0.294209
1400000US36081048302,301.0,33039.63,2243.823893,0.246296
1400000US36081048400,1701.0,115141.7,4101.997704,0.277667
1400000US36081048500,596.0,97762.27,1878.461049,0.308125
1400000US36081048900,377.0,94389.98,1041.419203,0.260741
1400000US36081049201,211.0,43760.1,715.157267,0.148319
1400000US36081049202,725.0,48970.36,3792.217846,0.256147
1400000US36081049301,555.0,41887.3,3381.321701,0.255197
1400000US36081049302,721.0,81910.45,2676.78474,0.304101
1400000US36081049500,337.0,26469.08,2611.674261,0.205129
1400000US36081049600,1309.0,73895.7,4792.835279,0.270565
1400000US36081049700,783.0,58966.14,3963.17236,0.298458
1400000US36081049900,959.0,104568.22,2074.015762,0.226148
1400000US36081050000,449.0,66973.0,1336.039135,0.199284
1400000US36081050201,463.0,39211.43,2753.78869,0.233218
1400000US36081050202,527.0,33742.51,3447.734439,0.22075
1400000US36081050400,574.0,48867.36,2653.697146,0.225922
1400000US36081050500,342.0,28061.42,2945.431997,0.241675
1400000US36081050600,608.0,47984.45,2949.623535,0.23279
1400000US36081050700,905.0,78761.73,2431.377395,0.211602
1400000US36081050800,734.0,65075.47,3343.491352,0.29643
1400000US36081051000,610.0,42567.4,3299.205486,0.230227
1400000US36081051100,720.0,52470.88,2628.629425,0.191565
1400000US36081051200,1072.0,84827.53,2852.649478,0.225731
1400000US36081051300,659.0,52501.41,3405.051257,0.271275
1400000US36081051500,661.0,62573.34,2946.092305,0.278891
1400000US36081051600,677.0,45957.18,3686.279635,0.250238
1400000US36081051700,535.0,52928.71,2104.815897,0.208234
1400000US36081051800,797.0,45271.97,4693.176933,0.266586
1400000US36081052000,651.0,48141.08,3780.180473,0.279542
1400000US36081052100,626.0,59172.39,3290.078783,0.310993
1400000US36081052200,634.0,37359.41,3732.925106,0.219968
1400000US36081052400,730.0,48766.59,3721.053517,0.24858
1400000US36081052500,696.0,65717.74,3443.754484,0.325166
1400000US36081052600,732.0,46309.12,4009.311242,0.253644
1400000US36081052800,527.0,43464.32,2921.350806,0.240938
1400000US36081053000,912.0,55636.8,3962.495329,0.241733
1400000US36081053100,978.0,160068.13,2309.343396,0.377968
1400000US36081053200,795.0,50600.57,4188.597531,0.266598
1400000US36081053401,688.0,56180.56,2643.510336,0.215863
1400000US36081053501,284.0,77437.96,1596.555039,0.435331
1400000US36081053502,80.0,147560.2,246.325895,0.454349
1400000US36081053601,679.0,43830.68,3545.025478,0.228838
1400000US36081053800,659.0,44630.91,3491.31674,0.23645
1400000US36081053901,885.0,155801.67,2015.885634,0.354891
1400000US36081053902,9.0,2198.16,54.371794,0.01328
1400000US36081054000,1366.0,122646.54,2613.288745,0.234635
1400000US36081054200,2085.0,139851.07,3847.963901,0.258102
1400000US36081054500,326.0,47358.73,2872.904806,0.417353
1400000US36081054700,429.0,55469.71,3321.641774,0.429488
1400000US36081054800,958.0,58555.44,4245.080271,0.25947
1400000US36081054900,413.0,68544.79,2514.000487,0.417244
1400000US36081055100,427.0,70709.15,2752.476907,0.455797
1400000US36081055200,737.0,67399.9,1765.206041,0.161431
1400000US36081055300,324.0,66868.64,2364.514764,0.488
1400000US36081055400,797.0,52601.31,3621.476217,0.239014
1400000US36081055500,399.0,73905.13,2595.695959,0.48079
1400000US36081055600,989.0,55911.59,4358.690718,0.246412
1400000US36081055700,716.0,90410.16,2998.877515,0.378672
1400000US36081055800,810.0,47272.37,4210.854648,0.245749
1400000US36081055900,218.0,67648.21,1374.743812,0.426601
1400000US36081056000,649.0,48027.92,3040.65292,0.225017
1400000US36081056100,379.0,19335.59,134.293395,0.006851
1400000US36081056200,622.0,36574.22,3873.145156,0.227745
1400000US36081056400,533.0,45453.68,2846.553161,0.242751
1400000US36081056500,377.0,33133.26,3200.774299,0.281305
1400000US36081056600,579.0,48118.45,2982.476022,0.247862
1400000US36081056700,1449.0,95167.43,4623.056577,0.303633
1400000US36081056800,1501.0,191413.54,1763.811431,0.224928
1400000US36081057700,661.0,74423.28,3542.336549,0.398839
1400000US36081057900,284.0,29625.61,4155.205712,0.433452
1400000US36081058000,1359.0,94458.63,2468.88012,0.171602
1400000US36081058100,539.0,53117.24,3753.32507,0.369882
1400000US36081058200,1699.0,123374.2,3014.28726,0.218885
1400000US36081058300,498.0,61739.22,3479.767736,0.431402
1400000US36081058500,617.0,72903.88,3604.751027,0.425932
1400000US36081058700,575.0,59461.79,3978.38526,0.411412
1400000US36081058900,444.0,66121.75,2686.480469,0.400078
1400000US36081059000,538.0,31804.38,3392.160201,0.200531
1400000US36081059100,735.0,84646.67,3637.533406,0.418918
1400000US36081059200,549.0,32312.44,2427.731862,0.142889
1400000US36081059300,904.0,90178.99,3585.252871,0.357649
1400000US36081059400,759.0,47679.9,3418.210641,0.21473
1400000US36081059501,461.0,56001.33,2796.48165,0.339711
1400000US36081059502,596.0,83763.22,2577.876971,0.362301
1400000US36081059600,681.0,47194.48,3500.385505,0.242583
1400000US36081059800,668.0,48309.24,3235.321183,0.233976
1400000US36081059900,589.0,40005.82,4634.839197,0.314806
1400000US36081060000,639.0,40714.91,3615.950927,0.230396
1400000US36081060100,634.0,50699.12,4105.526271,0.328307
1400000US36081060300,507.0,54201.43,2795.421464,0.298848
1400000US36081060600,730.0,47344.71,3390.680737,0.219905
1400000US36081060701,258.0,13341.16,361.856915,0.018712
1400000US36081060800,642.0,46761.57,3036.236202,0.221151
1400000US36081061000,526.0,36753.75,2220.70235,0.155169
1400000US36081061200,778.0,50426.82,2963.854687,0.192105
1400000US36081061301,994.0,276738.48,1394.690355,0.388294
1400000US36081061302,12.0,1544.24,24.638988,0.003171
1400000US36081061400,566.0,40980.12,2195.909246,0.158991
1400000US36081061601,982.0,75915.57,2582.810371,0.19967
1400000US36081061602,523.0,51359.39,1238.429681,0.121616
1400000US36081061800,665.0,55722.46,2753.121584,0.230693
1400000US36081061900,769.0,79746.3,2982.261555,0.309264
1400000US36081062000,825.0,51039.99,3815.170041,0.236032
1400000US36081062100,807.0,91194.21,3124.612811,0.353094
1400000US36081062200,967.0,70669.22,2211.448304,0.161615
1400000US36081062300,607.0,51577.42,3874.731897,0.32924
1400000US36081062400,123.0,4488.09,240.185118,0.008764
1400000US36081062500,812.0,66155.71,4084.93855,0.33281
1400000US36081062600,1158.0,87345.28,2696.811335,0.203414
1400000US36081062700,803.0,62597.95,5104.700393,0.397937
1400000US36081062900,598.0,66421.72,3258.32289,0.361912
1400000US36081063000,888.0,52098.19,4661.980187,0.273514
1400000US36081063200,1102.0,80301.41,3713.08813,0.270568
1400000US36081063301,555.0,43233.32,4119.196942,0.320877
1400000US36081063302,672.0,50351.78,4843.627243,0.362924
1400000US36081063500,853.0,65565.16,4502.269608,0.346063
1400000US36081063700,1468.0,233445.25,2111.84431,0.335831
1400000US36081063800,1493.0,118216.78,2161.331137,0.171136
1400000US36081063900,809.0,63619.89,3213.186377,0.252685
1400000US36081064101,119.0,22722.69,1392.545784,0.265902
1400000US36081064102,61.0,9744.04,27.411098,0.004379
1400000US36081064500,955.0,87393.66,3084.705031,0.282287
1400000US36081064600,1353.0,89101.56,3321.7779,0.218755
1400000US36081065000,1294.0,85308.73,3235.048526,0.213275
1400000US36081065401,1100.0,77526.67,2552.263394,0.17988
1400000US36081065402,59.0,2769.15,233.617106,0.010965
1400000US36081065501,79.0,15768.48,97.280457,0.019417
1400000US36081065600,1330.0,112843.85,2244.975812,0.190475
1400000US36081065702,489.0,48007.01,3393.335461,0.333137
1400000US36081065703,1064.0,77916.86,3963.479369,0.290246
1400000US36081065900,621.0,47613.15,3205.144748,0.245744
1400000US36081066000,900.0,75940.32,2328.246546,0.196453
1400000US36081066100,476.0,36092.19,3563.514404,0.2702
1400000US36081066301,1158.0,77627.35,4130.801582,0.276911
1400000US36081066302,8.0,733.71,32.673866,0.002997
1400000US36081066401,528.0,52880.77,474.47197,0.04752
1400000US36081066402,1018.0,82140.1,2588.697209,0.208876
1400000US36081066403,754.0,79802.25,2152.152009,0.227781
1400000US36081066404,8.0,33520.46,8.398165,0.035189
1400000US36081066501,863.0,75806.84,2632.718931,0.231261
1400000US36081066701,916.0,67776.46,3625.812938,0.26828
1400000US36081066900,498.0,39392.19,3110.67248,0.246057
1400000US36081067100,924.0,63369.42,4033.10287,0.276597
1400000US36081067700,918.0,52405.93,4936.731325,0.281824
1400000US36081067900,690.0,68395.18,2720.669995,0.269682
1400000US36081068000,1520.0,130919.58,1988.932637,0.171309
1400000US36081068200,445.0,43198.25,1933.647642,0.187708
1400000US36081068300,67.0,80669.49,274.150848,0.330084
1400000US36081068700,678.0,64660.2,2434.461636,0.232172
1400000US36081069000,779.0,90911.28,2222.323655,0.259351
1400000US36081069300,233.0,50897.98,1629.393418,0.355935
1400000US36081069400,781.0,80933.08,1501.729585,0.15562
1400000US36081069500,710.0,60674.18,3329.909623,0.284563
1400000US36081069701,124.0,42362.18,936.039797,0.31978
1400000US36081069702,1061.0,106413.72,2403.611988,0.241072
1400000US36081070300,820.0,57254.33,3401.8262,0.237524
1400000US36081070700,917.0,62186.98,4129.495949,0.280045
1400000US36081070900,726.0,56032.51,3306.959647,0.25523
1400000US36081071100,570.0,105629.69,1518.077102,0.281323
1400000US36081071303,45.0,56948.21,319.95222,0.404905
1400000US36081071304,98.0,51933.43,632.784705,0.335333
1400000US36081071305,173.0,40251.33,1281.471989,0.298156
1400000US36081071306,274.0,59281.22,1511.015524,0.326915
1400000US36081071600,351.0,1156462.01,19.160323,0.063129
1400000US36081071701,93.0,69354.37,489.301141,0.364894
1400000US36081071702,45.0,46024.08,198.255353,0.202767
1400000US36081071900,403.0,39705.99,2428.398402,0.23926
1400000US36081072100,265.0,60085.55,1555.830843,0.352766
1400000US36081072300,1040.0,106129.68,2212.50234,0.225781
1400000US36081072900,730.0,52637.85,3768.111454,0.271706
1400000US36081073100,864.0,53010.31,4551.129091,0.279232
1400000US36081073700,256.0,58273.61,1215.522603,0.276691
1400000US36081073900,185.0,60401.32,824.813971,0.269297
1400000US36081074100,230.0,45049.15,1335.671727,0.261613
1400000US36081074300,370.0,65662.84,1912.372013,0.339383
1400000US36081074500,173.0,35547.2,991.483557,0.203725
1400000US36081074700,392.0,58648.66,1326.524742,0.198467
1400000US36081074900,776.0,68897.05,2161.198685,0.191882
1400000US36081075701,127.0,64920.81,642.559715,0.328468
1400000US36081075702,461.0,90449.1,1307.037589,0.256443
1400000US36081076901,265.0,49735.62,1463.878117,0.274743
1400000US36081076902,147.0,26862.6,1451.995259,0.265336
1400000US36081077300,202.0,37586.95,723.835324,0.134687
1400000US36081077500,382.0,55582.96,1664.567801,0.242203
1400000US36081077902,1781.0,143374.13,3185.396896,0.256431
1400000US36081077903,278.0,52041.17,1053.712822,0.197253
1400000US36081077904,1046.0,102223.58,2711.769494,0.265016
1400000US36081077905,176.0,42485.29,639.595311,0.154394
1400000US36081077906,647.0,76972.04,2238.173484,0.26627
1400000US36081077907,458.0,56624.72,2112.214874,0.261143
1400000US36081077908,161.0,38733.96,803.004534,0.19319
1400000US36081078800,649.0,45311.4,3370.833203,0.235342
1400000US36081079000,702.0,57132.68,2693.866274,0.219242
1400000US36081079200,740.0,63128.45,2033.961663,0.173515
1400000US36081079300,160.0,9554.29,183.051701,0.010931
1400000US36081079701,97.0,32697.74,871.424465,0.293749
1400000US36081079702,255.0,46926.65,893.326327,0.164395
1400000US36081079900,760.0,80897.3,2647.096727,0.281767
1400000US36081080301,923.0,82436.22,2920.987756,0.260883
1400000US36081080302,1014.0,70568.45,2311.753924,0.160885
1400000US36081080900,1380.0,247616.99,1378.28679,0.24731
1400000US36081081400,1243.0,76297.02,3363.477451,0.206455
1400000US36081081800,1068.0,82841.39,2847.104111,0.220841
1400000US36081083700,1494.0,109460.1,1913.468694,0.140193
1400000US36081083800,1741.0,126910.71,3514.459548,0.256188
1400000US36081084000,2123.0,158336.73,3734.506985,0.278525
1400000US36081084500,361.0,56673.1,1913.353191,0.300376
1400000US36081084601,931.0,73203.43,2811.321381,0.221051
1400000US36081084602,278.0,42023.11,387.833739,0.058626
1400000US36081084901,242.0,84714.88,1186.658429,0.415403
1400000US36081084902,153.0,44997.71,1536.99332,0.452034
1400000US36081085300,135.0,89878.1,691.506254,0.46038
1400000US36081085500,62.0,50274.37,475.059382,0.385215
1400000US36081085700,128.0,43618.93,965.884652,0.329147
1400000US36081085900,206.0,52699.7,1408.864906,0.360421
1400000US36081086100,259.0,43077.1,1740.731779,0.28952
1400000US36081086300,123.0,54467.16,853.277836,0.377851
1400000US36081086400,776.0,134699.99,692.417581,0.120192
1400000US36081086500,109.0,49923.83,688.774865,0.31547
1400000US36081086900,471.0,220203.0,791.094061,0.369854
1400000US36081087100,264.0,134751.34,640.12725,0.326735
1400000US36081088400,2807.0,257833.0,1801.764792,0.165499
1400000US36081088902,283.0,74146.15,981.289616,0.257098
1400000US36081088903,328.0,62116.51,888.715481,0.168305
1400000US36081089201,2806.0,385937.96,1580.165822,0.217336
1400000US36081089202,0.0,0.0,0.0,0.0
1400000US36081090700,559.0,270549.87,276.453619,0.133801
1400000US36081091602,42.0,11162.34,32.87419,0.008737
1400000US36081091603,2874.0,318181.38,1523.337434,0.168649
1400000US36081091604,78.0,22036.35,31.358309,0.008859
1400000US36081091800,38.0,12131.78,33.734508,0.01077
1400000US36081091900,1157.0,128199.07,2566.690699,0.284397
1400000US36081092200,1323.0,139839.91,2087.722205,0.22067
1400000US36081092500,876.0,103570.89,2803.87293,0.331506
1400000US36081092800,1785.0,172135.44,2340.314507,0.225687
1400000US36081092900,1664.0,252574.54,1738.914161,0.263946
1400000US36081093401,1184.0,124283.69,2184.465572,0.229302
1400000US36081093402,731.0,96706.49,1851.837778,0.244986
1400000US36081093800,513.0,111196.69,633.593028,0.137336
1400000US36081093900,1215.0,116060.33,1851.595039,0.17687
1400000US36081094201,473.0,98434.48,1361.096244,0.283253
1400000US36081094202,719.0,103117.1,1007.321645,0.144467
1400000US36081094203,226.0,55005.52,443.232854,0.107877
1400000US36081094500,1544.0,292125.58,1010.657726,0.191217
1400000US36081094700,657.0,86544.24,2409.762288,0.317429
1400000US36081095400,1210.0,135304.86,1495.99728,0.167286
1400000US36081096400,948.0,106239.0,1098.869254,0.123146
1400000US36081097202,15.0,14976.01,26.012718,0.025971
1400000US36081097204,291.0,70254.82,742.676596,0.179301
1400000US36081097205,25.0,19746.85,141.968017,0.112137
1400000US36081097206,333.0,39164.1,1085.468414,0.127662
1400000US36081097207,8.0,7812.66,9.615246,0.00939
1400000US36081097300,1055.0,93363.92,1995.381307,0.176584
1400000US36081098100,953.0,130820.96,1464.79947,0.201077
1400000US36081098700,979.0,147536.25,1467.10405,0.221094
1400000US36081099100,1676.0,199404.62,1544.62928,0.183775
1400000US36081099200,474.0,58774.11,815.043572,0.101062
1400000US36081099701,716.0,91204.58,734.310773,0.093537
1400000US36081099703,492.0,84781.06,853.268957,0.147035
1400000US36081099704,550.0,146179.99,813.710579,0.216269
1400000US36081099705,482.0,66161.74,1095.252919,0.15034
1400000US36081099801,741.0,108220.33,1622.484438,0.236958
1400000US36081099802,418.0,60559.35,961.726506,0.139334
1400000US36081099900,100.0,47697.64,154.22983,0.073564
1400000US36081100801,624.0,82297.12,967.48236,0.127598
1400000US36081100803,592.0,85978.43,1704.56345,0.24756
1400000US36081100804,770.0,109261.86,1113.682384,0.15803
1400000US36081101002,696.0,103191.0,1301.316461,0.192937
1400000US36081101003,318.0,70173.95,1356.371748,0.299314
1400000US36081101004,547.0,93803.86,958.976157,0.164453
1400000US36081101700,2296.0,201389.78,2324.743124,0.203911
1400000US36081102900,877.0,96616.89,1787.938651,0.196973
1400000US36081103201,641.0,85079.03,1604.340981,0.212942
1400000US36081103202,957.0,181744.9,1335.905568,0.253703
1400000US36081103300,1614.0,138829.5,2663.155394,0.229073
1400000US36081103900,2232.0,180163.11,2568.31582,0.20731
1400000US36081104700,1642.0,183901.46,1950.577452,0.218462
1400000US36081105900,1668.0,148492.48,2567.813048,0.228598
1400000US36081107201,1135.0,110567.23,820.791257,0.079958
1400000US36081107202,29.0,2718.24,4.325021,0.000405
1400000US36081108500,1009.0,88610.33,2268.348557,0.199206
1400000US36081109300,1367.0,164559.74,1277.749217,0.153816
1400000US36081109700,815.0,85232.98,1830.859988,0.191472
1400000US36081109900,1473.0,99003.96,3889.663477,0.261434
1400000US36081111300,1082.0,108791.47,1481.572768,0.148967
1400000US36081112300,572.0,74232.31,2048.175083,0.265806
1400000US36081112900,779.0,73460.41,2194.564017,0.206949
1400000US36081113300,601.0,54136.8,2367.735759,0.213281
1400000US36081113900,910.0,91885.19,2373.617889,0.239671
1400000US36081114100,1414.0,103337.13,3155.601975,0.230616
1400000US36081114700,854.0,69247.95,2768.789838,0.224512
1400000US36081115100,575.0,50162.3,2034.41163,0.17748
1400000US36081115500,541.0,47136.25,2892.908897,0.252053
1400000US36081115700,739.0,75447.75,2348.850366,0.239804
1400000US36081115900,644.0,73129.76,2084.2031,0.236673
1400000US36081116100,168.0,53575.19,956.207952,0.304935
1400000US36081116301,176.0,45073.16,1319.419455,0.3379
1400000US36081116302,170.0,33657.21,1439.71409,0.28504
1400000US36081116700,315.0,43944.17,1896.345171,0.26455
1400000US36081117100,727.0,107264.43,1828.755993,0.269822
1400000US36081117500,1207.0,142005.2,2145.804481,0.252457
1400000US36081118100,516.0,50358.84,2643.131188,0.257955
1400000US36081118500,412.0,40265.83,2656.676189,0.259644
1400000US36081118700,483.0,46604.23,2579.6459,0.248908
1400000US36081118900,617.0,51937.19,3049.157158,0.256669
1400000US36081119100,676.0,66795.8,3105.404598,0.306846
1400000US36081119300,675.0,57531.8,3197.627597,0.272541
1400000US36081119500,570.0,41865.35,3010.203004,0.221093
1400000US36081119900,606.0,45932.97,3287.047082,0.249148
1400000US36081120100,493.0,39608.58,3026.526616,0.243157
1400000US36081120300,529.0,41905.6,2874.812512,0.227733
1400000US36081120500,545.0,56516.02,2694.897989,0.279459
1400000US36081120701,986.0,81570.94,2519.264967,0.208417
1400000US36081120702,3.0,552.11,9.594136,0.001766
1400000US36081121100,8.0,989.06,8.165598,0.00101
1400000US36081121500,1193.0,92075.1,1888.677277,0.145767
1400000US36081122300,1223.0,114578.5,2467.193189,0.231143
1400000US36081122702,392.0,79886.14,871.614711,0.177627
1400000US36081122703,583.0,97605.27,1324.638735,0.22177
1400000US36081122704,410.0,64344.41,1569.642351,0.246336
1400000US36081124100,1398.0,118340.63,2801.541449,0.23715
1400000US36081124700,1519.0,113667.01,3141.935217,0.235112
1400000US36081125700,832.0,83758.44,2506.809362,0.252364
1400000US36081126500,610.0,51482.54,3037.95451,0.256396
1400000US36081126700,971.0,144630.87,1263.903261,0.188259
1400000US36081127700,1792.0,197867.21,1676.14957,0.185075
1400000US36081128300,17.0,4163.98,8.620996,0.002112
1400000US36081129102,1181.0,145823.89,1190.682631,0.147019
1400000US36081129103,458.0,90237.49,998.828884,0.196794
1400000US36081129104,1265.0,142960.76,1786.06222,0.201847
1400000US36081130100,1460.0,127573.4,2089.600943,0.182587
1400000US36081133300,1945.0,145679.91,2797.047928,0.209498
1400000US36081133900,773.0,50557.92,3417.163622,0.223499
1400000US36081134100,1388.0,118920.95,2340.747386,0.20055
1400000US36081134701,274.0,84524.85,589.129486,0.181738
1400000US36081134702,593.0,97886.61,966.012016,0.15946
1400000US36081136700,1336.0,161872.56,1730.173263,0.209631
1400000US36081137700,1704.0,158812.49,2272.954641,0.211839
1400000US36081138501,1133.0,177005.92,1144.728892,0.178838
1400000US36081138502,44.0,5790.81,18.685136,0.002459
1400000US36081139900,960.0,73100.15,2635.907095,0.200714
1400000US36081140300,993.0,74013.04,2652.767908,0.197723
1400000US36081140901,468.0,38375.01,1914.141745,0.156956
1400000US36081140902,1182.0,94026.06,2198.411267,0.17488
1400000US36081141700,2062.0,180744.77,2310.933788,0.202565
1400000US36081142900,1529.0,125609.61,2883.028972,0.236845
1400000US36081143500,1049.0,75193.06,2932.461143,0.210201
1400000US36081144100,851.0,74259.08,2524.743075,0.220312
1400000US36081144700,899.0,94682.06,2177.88394,0.229373
1400000US36081145101,547.0,56959.1,2171.013987,0.226068
1400000US36081145102,870.0,67176.79,2531.505606,0.195469
1400000US36081145900,1270.0,93363.13,3410.476339,0.250719
1400000US36081146300,628.0,72531.32,1938.463058,0.223884
1400000US36081146700,510.0,87481.82,1438.353846,0.246725
1400000US36081147100,915.0,96468.0,2168.960866,0.228672
1400000US36081147900,1438.0,139301.87,1581.116325,0.153166
1400000US36081148300,1330.0,162646.26,996.901361,0.121911
1400000US36081150701,1421.0,153318.76,1620.29277,0.174821
1400000US36081150702,1158.0,149238.22,1386.119178,0.178637
1400000US36081152901,1379.0,206764.24,985.521623,0.147767
1400000US36081152902,1274.0,191882.52,1233.316586,0.185755
1400000US36081155101,22.0,12408.3,46.301363,0.026115
1400000US36081155103,1157.0,118464.49,1574.406706,0.161202
1400000US36081155104,994.0,157942.0,1406.901745,0.22355
1400000US36081156700,292.0,133014.54,198.681084,0.090505
1400000US36081157101,3223.0,233712.76,2630.054266,0.190716
1400000US36081157102,704.0,52264.88,2199.704415,0.163306
1400000US36081157901,2193.0,176110.66,2418.58639,0.194227
1400000US36081157902,1770.0,155273.3,2449.49813,0.214882
1400000US36081157903,1853.0,141133.86,2790.007167,0.212501
1400000US36081161700,2256.0,153357.25,3212.009727,0.218344
1400000US36081162100,2234.0,155157.43,3145.065808,0.218433
1400000US36085000300,154.0,75604.55,407.98917,0.200298
1400000US36085000600,564.0,100215.69,845.870159,0.1503
1400000US36085000700,305.0,78337.97,577.526822,0.148335
1400000US36085000800,1673.0,160097.61,2091.642183,0.20016
1400000US36085000900,406.0,50418.55,1750.928294,0.217437
1400000US36085001100,721.0,89442.42,2217.847365,0.275131
1400000US36085001700,442.0,50412.32,1444.420843,0.164743
1400000US36085001800,162.0,72148.58,177.990096,0.07927
1400000US36085002001,688.0,58603.08,1341.224725,0.114244
1400000US36085002002,1046.0,117779.93,1355.362948,0.152614
1400000US36085002100,1154.0,179115.83,1335.09186,0.207224
1400000US36085002700,321.0,52006.1,1282.163941,0.207727
1400000US36085002900,993.0,105174.36,1884.597355,0.199609
1400000US36085003300,864.0,110996.92,1013.519458,0.130205
1400000US36085003600,764.0,63652.01,1867.135243,0.155559
1400000US36085003900,342.0,60499.07,586.56056,0.103761
1400000US36085004001,601.0,57889.14,1998.929026,0.19254
1400000US36085004002,810.0,54888.28,2400.896335,0.162693
1400000US36085004003,201.0,46075.7,1028.222403,0.235702
1400000US36085004004,667.0,54343.67,1856.728483,0.151277
1400000US36085004700,806.0,106406.41,899.897059,0.118803
1400000US36085005000,1324.0,135941.91,1670.611868,0.17153
1400000US36085005901,919.0,100681.13,980.893392,0.107462
1400000US36085005902,7.0,1327.44,15.551961,0.002949
1400000US36085006400,899.0,126965.35,1266.546821,0.178874
1400000US36085006700,1271.0,141363.32,1336.639703,0.148664
1400000US36085007001,892.0,96970.53,1884.010831,0.204813
1400000US36085007002,1649.0,206392.09,761.027632,0.095252
1400000US36085007400,1086.0,98842.02,2006.436856,0.182615
1400000US36085007500,899.0,94681.44,1870.426661,0.196991
1400000US36085007700,443.0,36613.15,1782.437957,0.147315
1400000US36085008100,1057.0,130703.4,1310.052328,0.161995
1400000US36085009601,1196.0,145105.28,1540.683182,0.186924
1400000US36085009602,1223.0,126426.21,1980.230082,0.204704
1400000US36085009701,1260.0,121912.29,1583.228832,0.153187
1400000US36085009702,66.0,14406.32,179.595258,0.039202
1400000US36085010500,1694.0,176231.13,2074.185815,0.215783
1400000US36085011201,1642.0,164453.04,1021.183018,0.102276
1400000US36085011203,2357.0,207539.67,2353.239523,0.207209
1400000US36085011204,39.0,21260.55,39.962046,0.021785
1400000US36085011401,602.0,72852.26,1142.549137,0.138268
1400000US36085011402,1153.0,119241.36,1990.401878,0.205844
1400000US36085012100,1635.0,154841.99,2203.551559,0.208686
1400000US36085012200,1746.0,178395.81,2109.174547,0.215503
1400000US36085012500,975.0,100776.04,2114.623434,0.218568
1400000US36085012804,1535.0,145517.88,1710.943125,0.162197
1400000US36085012805,968.0,110503.97,961.645447,0.109779
1400000US36085012806,1348.0,147542.03,1021.622318,0.111819
1400000US36085013201,643.0,82015.42,1369.291248,0.174655
1400000US36085013203,1788.0,191967.53,1739.793794,0.186792
1400000US36085013204,1600.0,173514.55,1530.817753,0.166012
1400000US36085013301,35.0,14983.8,519.773676,0.22252
1400000US36085013302,1083.0,193951.82,1275.127248,0.228359
1400000US36085013400,1583.0,173700.63,1860.811751,0.204185
1400000US36085013800,2330.0,263411.46,1655.492683,0.187157
1400000US36085014100,717.0,66181.54,2302.800617,0.212556
1400000US36085014604,2014.0,220005.77,1783.877959,0.194868
1400000US36085014605,1336.0,141738.37,1525.464176,0.161839
1400000US36085014606,1886.0,171003.62,1066.300604,0.096681
1400000US36085014607,1263.0,139493.78,1847.896061,0.204093
1400000US36085014608,1070.0,91534.75,2385.049529,0.204033
1400000US36085014700,1304.0,154081.2,782.227597,0.092428
1400000US36085015100,2171.0,213436.77,2160.598877,0.212414
1400000US36085015400,13.0,4006.16,5.853978,0.001804
1400000US36085015601,2464.0,268972.43,1723.132353,0.188099
1400000US36085015602,1216.0,153004.7,1380.136924,0.173657
1400000US36085015603,1676.0,146881.7,1729.141712,0.151539
1400000US36085016901,1082.0,117778.84,1313.99821,0.143033
1400000US36085017005,1526.0,198123.21,1098.162485,0.142576
1400000US36085017007,1593.0,102464.55,1090.788826,0.070161
1400000US36085017009,1291.0,172038.83,1091.903422,0.145507
1400000US36085017011,1360.0,141192.51,1890.474787,0.196265
1400000US36085017012,1352.0,141587.86,1465.449217,0.153469
1400000US36085017013,1452.0,119198.67,2608.466017,0.214136
1400000US36085017014,1330.0,118657.29,2401.276829,0.214232
1400000US36085017015,771.0,81621.88,1684.792941,0.178361
1400000US36085017016,1411.0,121920.09,2133.272858,0.184329
1400000US36085017300,448.0,60510.6,1305.270028,0.176301
1400000US36085017600,1606.0,265689.44,491.807546,0.081362
1400000US36085017701,1675.0,331273.25,570.687772,0.112868
1400000US36085017702,916.0,106389.56,1560.633863,0.181261
1400000US36085018100,1174.0,237149.25,225.825991,0.045617
1400000US36085018701,735.0,64214.95,1908.327578,0.166725
1400000US36085018703,937.0,88809.67,1974.68109,0.187162
1400000US36085018704,900.0,103397.37,1670.39722,0.191905
1400000US36085018901,2061.0,215583.13,1813.548554,0.189699
1400000US36085018902,1317.0,139189.31,1744.192976,0.184338
1400000US36085019700,910.0,68726.08,3031.746719,0.228967
1400000US36085019800,2255.0,338508.19,403.659753,0.060595
1400000US36085020100,1412.0,134258.14,2247.734755,0.213723
1400000US36085020701,705.0,69973.71,1687.539496,0.167494
1400000US36085020702,858.0,129249.91,1582.929453,0.238454
1400000US36085020803,1946.0,243277.82,927.535016,0.115955
1400000US36085020804,1603.0,212646.55,1204.57664,0.159794
1400000US36085020805,2060.0,192019.04,1827.392976,0.170337
1400000US36085020806,658.0,109772.95,447.688485,0.074687
1400000US36085021300,1685.0,162159.74,2147.654086,0.206684
1400000US36085022300,1003.0,108367.86,1308.859531,0.141414
1400000US36085022601,1901.0,193625.1,1087.63687,0.110781
