cb_2020_3,minor_ratio,elderly_ratio,sex_ratio
1400000US36103123404,0.219637,0.166148,98.3648
1400000US36103123500,0.223881,0.243159,89.5668
1400000US36103123600,0.136528,0.243518,92.4826
1400000US36103123701,0.244544,0.103558,91.8062
1400000US36103123703,0.272179,0.116476,120.4923
1400000US36103123704,0.254487,0.143376,102.8609
1400000US36103123801,0.121845,0.207282,90.5643
1400000US36103123802,0.208511,0.125106,73.3038
1400000US36103123900,0.193081,0.130049,90.5765
1400000US36103124001,0.210573,0.148678,109.1202
1400000US36103124002,0.190462,0.136552,95.3704
1400000US36103124101,0.187717,0.171031,96.4042
1400000US36103124102,0.184628,0.145085,114.5161
1400000US36103124200,0.20498,0.135872,96.5248
1400000US36103124301,0.118774,0.221743,76.6497
1400000US36103124302,0.145786,0.251481,70.155
1400000US36103124401,0.167847,0.225074,83.9392
1400000US36103124402,0.161256,0.232358,133.3751
1400000US36103124500,0.189655,0.184618,97.0981
1400000US36103124601,0.157165,0.171032,83.7226
1400000US36103124602,0.182224,0.168587,98.9242
1400000US36103134702,0.190226,0.262986,79.7332
1400000US36103134703,0.242463,0.184444,93.7653
1400000US36103134704,0.214801,0.213357,81.9974
1400000US36103134902,0.160835,0.210968,103.8798
1400000US36103134906,0.176009,0.336844,88.1128
1400000US36103134907,0.210875,0.178581,93.433
1400000US36103134908,0.200927,0.164142,107.2389
1400000US36103134909,0.22655,0.152899,93.9644
1400000US36103135002,0.21451,0.125715,110.9424
1400000US36103135003,0.230235,0.148315,89.3617
1400000US36103135004,0.177203,0.184081,106.4233
1400000US36103135005,0.122012,0.458553,78.5477
1400000US36103135101,0.211768,0.143744,110.2296
1400000US36103135102,0.203791,0.123293,97.5443
1400000US36103135103,0.219252,0.168302,106.5114
1400000US36103135104,0.262568,0.156793,94.4404
1400000US36103135201,0.203991,0.1602,93.3548
1400000US36103135205,0.199309,0.159854,104.9604
1400000US36103135208,0.170592,0.241588,87.0359
1400000US36103135209,0.194783,0.178841,104.7478
1400000US36103135303,0.264611,0.152947,120.5705
1400000US36103135305,0.300364,0.188107,85.7948
1400000US36103135306,0.173507,0.171272,89.5994
1400000US36103135401,0.260216,0.177836,84.8338
1400000US36103135402,0.199672,0.194892,122.7563
1400000US36103135403,0.222576,0.195548,89.5394
1400000US36103135500,0.172965,0.225945,97.234
1400000US36103145601,0.282896,0.080724,110.8779
1400000US36103145602,0.20995,0.101257,99.5414
1400000US36103145603,0.222673,0.119069,95.5947
1400000US36103145604,0.266191,0.08404,108.7726
1400000US36103145605,0.264271,0.07426,106.663
1400000US36103145701,0.213142,0.191724,106.3948
1400000US36103145702,0.22878,0.07888,105.2801
1400000US36103145703,0.217298,0.099425,112.7421
1400000US36103145705,0.267891,0.08518,94.3385
1400000US36103145706,0.26636,0.053632,138.4065
1400000US36103145803,0.164882,0.193372,101.2607
1400000US36103145804,0.172851,0.1454,85.8184
1400000US36103145807,0.195099,0.125321,96.6498
1400000US36103145808,0.163934,0.200961,113.6473
1400000US36103145809,0.24165,0.11002,88.8683
1400000US36103145810,0.146576,0.147815,97.2494
1400000US36103145901,0.162612,0.082907,120.6215
1400000US36103145903,0.285408,0.107831,101.4792
1400000US36103145904,0.273954,0.074417,118.1245
1400000US36103145905,0.211685,0.09236,82.5267
1400000US36103146001,0.232342,0.070074,100.1488
1400000US36103146002,0.264172,0.098185,105.8734
1400000US36103146004,0.390811,0.076216,173.6686
1400000US36103146005,0.375498,0.089322,125.1031
1400000US36103146102,0.258076,0.108247,102.3644
1400000US36103146103,0.180771,0.149506,105.9051
1400000US36103146105,0.223076,0.093295,77.5284
1400000US36103146106,0.2438,0.1652,67.5042
1400000US36103146201,0.249333,0.097408,83.2984
1400000US36103146202,0.20971,0.072215,107.0976
1400000US36103146203,0.252577,0.049167,112.827
1400000US36103146204,0.213945,0.062183,101.8329
1400000US36103146205,0.220716,0.17667,108.0564
1400000US36103146206,0.198715,0.098018,87.827
1400000US36103146300,0.045872,0.27654,78.41
1400000US36103146402,0.142665,0.24137,110.8016
1400000US36103146403,0.292261,0.085694,86.4447
1400000US36103146404,0.257566,0.13367,92.4757
1400000US36103146500,0.212052,0.127384,104.3648
1400000US36103146607,0.222576,0.11407,88.8889
1400000US36103146608,0.224402,0.149839,90.9401
1400000US36103146611,0.25359,0.140105,95.5479
1400000US36103146612,0.244861,0.140647,106.4286
1400000US36103146613,0.254856,0.102362,109.3407
1400000US36103146614,0.244306,0.177052,75.7553
1400000US36103146616,0.236816,0.143667,112.1275
1400000US36103146617,0.222142,0.139383,117.7866
1400000US36103146618,0.242032,0.113516,120.3154
1400000US36103146619,0.195456,0.147278,94.1445
1400000US36103146620,0.151717,0.194352,92.5373
1400000US36103146703,0.220786,0.119494,90.4068
1400000US36103146704,0.141732,0.156605,94.8849
1400000US36103146705,0.132794,0.142568,85.6696
1400000US36103146706,0.208671,0.136548,103.2949
1400000US36103146800,0.205831,0.145283,115.8714
1400000US36103146901,0.230487,0.101043,91.9881
1400000US36103146902,0.219117,0.235048,89.0122
1400000US36103147001,0.25381,0.116634,103.4607
1400000US36103147003,0.208833,0.223036,94.4756
1400000US36103147004,0.20122,0.146341,118.6667
1400000US36103147100,0.278827,0.139414,98.7055
1400000US36103147201,0.203955,0.14887,54.9912
1400000US36103147202,0.166811,0.104149,105.3239
1400000US36103147301,0.23959,0.050392,85.6583
1400000US36103147302,0.220179,0.15077,95.7265
1400000US36103147401,0.171078,0.177478,82.8852
1400000US36103147402,0.158158,0.267267,92.9813
1400000US36103147502,0.218411,0.192682,109.2105
1400000US36103147503,0.196875,0.179167,119.4286
1400000US36103147504,0.171078,0.095463,150.7109
1400000US36103147505,0.247,0.163005,88.7908
1400000US36103147601,0.169338,0.171393,107.4169
1400000US36103147602,0.132295,0.259105,100.5279
1400000US36103147701,0.155012,0.231061,92.1613
1400000US36103147702,0.212598,0.149001,86.3431
1400000US36103147802,0.203107,0.259887,83.0403
1400000US36103147803,0.20126,0.247347,104.336
1400000US36103147804,0.291118,0.149443,86.9318
1400000US36103147901,0.178408,0.189228,97.7651
1400000US36103147902,0.223729,0.136723,100.7713
1400000US36103158001,0.212736,0.19327,110.662
1400000US36103158009,0.226937,0.167435,100.1847
1400000US36103158010,0.277355,0.154432,93.436
1400000US36103158011,0.196019,0.186762,98.9411
1400000US36103158012,0.266175,0.212054,129.2724
1400000US36103158013,0.150353,0.455908,99.8238
1400000US36103158014,0.0,0.468371,243.9815
1400000US36103158015,0.01277,0.0,106.2418
1400000US36103158016,0.289294,0.082005,120.3815
1400000US36103158017,0.230084,0.204735,103.9773
1400000US36103158102,0.189397,0.174218,89.1985
1400000US36103158103,0.265214,0.091694,95.8132
1400000US36103158107,0.160055,0.203283,103.3945
1400000US36103158108,0.245858,0.114458,89.3086
1400000US36103158111,0.235056,0.107421,110.773
1400000US36103158112,0.198752,0.120019,102.3312
1400000US36103158114,0.21312,0.227367,85.6198
1400000US36103158116,0.197792,0.173788,100.4812
1400000US36103158117,0.228409,0.253418,80.7715
1400000US36103158118,0.137344,0.256527,89.0558
1400000US36103158119,0.243895,0.117478,97.0126
1400000US36103158120,0.150491,0.1611,110.6788
1400000US36103158205,0.240206,0.171484,91.9852
1400000US36103158206,0.221746,0.210141,96.7246
1400000US36103158207,0.184183,0.271939,102.2129
1400000US36103158208,0.199683,0.188829,109.9715
1400000US36103158209,0.201941,0.140889,70.985
1400000US36103158304,0.23005,0.167632,79.9526
1400000US36103158306,0.196406,0.280199,101.2531
1400000US36103158309,0.171011,0.217419,115.0866
1400000US36103158310,0.219027,0.342525,69.3462
1400000US36103158315,0.136301,0.199723,101.487
1400000US36103158317,0.209225,0.137085,82.3074
1400000US36103158318,0.212052,0.138745,89.3725
1400000US36103158319,0.191304,0.223354,70.3343
1400000US36103158320,0.188004,0.131983,89.7598
1400000US36103158322,0.162373,0.387058,91.6188
1400000US36103158324,0.181611,0.31421,82.1453
1400000US36103158325,0.322069,0.0712,116.7269
1400000US36103158326,0.211884,0.175919,65.4592
1400000US36103158327,0.183974,0.138017,88.5833
1400000US36103158328,0.269663,0.144096,87.2647
1400000US36103158329,0.36341,0.101431,78.9532
1400000US36103158401,0.268412,0.099836,104.6901
1400000US36103158402,0.282328,0.137069,87.0214
1400000US36103158403,0.198732,0.109937,98.9066
1400000US36103158407,0.253831,0.151081,106.6585
1400000US36103158408,0.225868,0.074651,100.0547
1400000US36103158409,0.168456,0.260941,91.715
1400000US36103158410,0.041681,0.687059,62.1253
1400000US36103158411,0.219115,0.086018,105.1561
1400000US36103158412,0.229361,0.144141,98.0224
1400000US36103158502,0.222735,0.219208,92.1794
1400000US36103158505,0.265469,0.113273,134.9355
1400000US36103158506,0.277778,0.124561,104.3011
1400000US36103158509,0.215858,0.180595,99.8371
1400000US36103158510,0.192385,0.13841,102.8455
1400000US36103158511,0.22926,0.167113,96.4943
1400000US36103158512,0.199468,0.133976,118.6047
1400000US36103158513,0.208189,0.109299,84.6252
1400000US36103158514,0.223377,0.124455,103.818
1400000US36103158604,0.211037,0.125785,90.1918
1400000US36103158605,0.204569,0.125649,118.2684
1400000US36103158606,0.203137,0.112986,105.551
1400000US36103158607,0.206013,0.120253,97.7472
1400000US36103158608,0.223748,0.131903,110.1624
1400000US36103158609,0.202664,0.163525,89.3675
1400000US36103158705,0.27016,0.076334,102.4709
1400000US36103158707,0.267499,0.132393,132.702
1400000US36103158708,0.17029,0.137681,102.4831
1400000US36103158709,0.11354,0.143556,104.3333
1400000US36103158710,0.298334,0.106512,68.4524
1400000US36103158711,0.174556,0.254438,84.5104
1400000US36103158712,0.195455,0.167841,88.4793
1400000US36103158713,0.185452,0.096658,86.8953
1400000US36103158714,0.511146,0.036624,128.3636
1400000US36103158715,0.101162,0.185692,103.5714
1400000US36103158802,0.217556,0.210171,87.0904
1400000US36103158803,0.177262,0.185588,93.224
1400000US36103158805,0.266577,0.123758,98.8788
1400000US36103158806,0.235202,0.089569,87.0873
1400000US36103158901,0.211526,0.148598,119.5622
1400000US36103158902,0.162537,0.075178,91.6298
1400000US36103159000,0.119538,0.146932,91.2949
1400000US36103159103,0.306177,0.074649,97.5299
1400000US36103159106,0.204565,0.094242,97.7094
1400000US36103159107,0.212651,0.128022,89.6029
1400000US36103159108,0.233858,0.170472,112.2563
1400000US36103159109,0.279352,0.174089,97.6
1400000US36103159110,0.195457,0.261207,79.1221
1400000US36103159111,0.260539,0.153103,91.8024
1400000US36103159112,0.201954,0.126188,92.1867
1400000US36103159201,0.169426,0.126907,106.7785
1400000US36103159203,0.181885,0.173953,133.362
1400000US36103159204,0.17278,0.255449,96.1418
1400000US36103159300,0.125856,0.325434,106.1889
1400000US36103159406,0.207167,0.208863,94.154
1400000US36103159407,0.234812,0.115756,109.5543
1400000US36103159408,0.148973,0.153253,100.5724
1400000US36103159410,0.222302,0.127641,99.601
1400000US36103159411,0.256671,0.113689,78.1912
1400000US36103159413,0.269247,0.240539,73.5749
1400000US36103159414,0.188567,0.111359,130.6507
1400000US36103159415,0.192542,0.078387,100.6107
1400000US36103159416,0.254272,0.101221,90.1786
1400000US36103159509,0.245633,0.062349,74.1226
1400000US36103159510,0.253846,0.176923,92.5926
1400000US36103159511,0.257114,0.106106,102.5782
1400000US36103159512,0.21413,0.151766,98.8725
1400000US36103159513,0.191909,0.152155,86.5157
1400000US36103159514,0.287526,0.103896,77.9151
1400000US36103159515,0.300392,0.144972,120.0192
1400000US36103159516,0.284776,0.091279,80.1239
1400000US36103159517,0.280217,0.159892,81.4159
1400000US36103159518,0.240039,0.120116,82.8794
1400000US36103159602,0.210555,0.187399,122.2621
1400000US36103159603,0.069172,0.685739,77.1558
1400000US36103159604,0.260237,0.1438,81.3798
1400000US36103159700,0.153959,0.210166,103.988
1400000US36103169701,0.218454,0.176189,108.6923
1400000US36103169703,0.172392,0.336514,83.4306
1400000US36103169705,0.100498,0.215532,66.759
1400000US36103169706,0.078895,0.473121,91.79
1400000US36103169800,0.25122,0.111057,113.913
1400000US36103169903,0.138591,0.481388,89.8204
1400000US36103169904,0.207856,0.277687,72.4365
1400000US36103169905,0.102294,0.591778,67.36
1400000US36103169906,0.212878,0.213711,85.7216
1400000US36103170003,0.147105,0.217136,103.1797
1400000US36103170004,0.074875,0.325501,96.4308
1400000US36103170005,0.146976,0.360032,99.1228
1400000US36103170006,0.142569,0.33154,107.6816
1400000US36103170101,0.130224,0.292517,81.0026
1400000US36103170203,0.198887,0.251739,49.4802
1400000US36103170204,0.165306,0.309424,126.8903
1400000US36103170205,0.122374,0.387215,79.0679
1400000US36103170206,0.106822,0.367145,86.4435
1400000US36103180300,0.07984,0.391907,147.7868
1400000US36103190402,0.218575,0.245356,92.4356
1400000US36103190403,0.148087,0.217525,88.5129
1400000US36103190404,0.098183,0.101251,226.174
1400000US36103190405,0.253385,0.14236,124.1977
1400000US36103190502,0.175322,0.241379,92.8686
1400000US36103190503,0.186047,0.221542,103.2338
1400000US36103190504,0.314499,0.201496,89.3784
1400000US36103190603,0.156131,0.18986,110.4464
1400000US36103190604,0.24811,0.183323,139.3836
1400000US36103190605,0.123333,0.543333,96.7213
1400000US36103190606,0.159452,0.227123,92.0042
1400000US36103190706,0.16872,0.251192,95.5694
1400000US36103190708,0.150556,0.363333,91.2859
1400000US36103190709,0.10308,0.250157,119.7514
1400000US36103190710,0.262215,0.236971,49.7561
1400000US36103190711,0.297493,0.227855,86.0104
1400000US36103190712,0.101925,0.447339,85.5042
1400000US36103190713,0.195496,0.183726,91.381
1400000US36103190714,0.20472,0.225576,83.8547
1400000US36103190801,0.082916,0.353824,99.0043
1400000US36103190802,0.1898,0.312829,96.6908
1400000US36103200901,0.126087,0.396739,116.9811
1400000US36103200903,0.166297,0.240946,126.6332
1400000US36103200904,0.206967,0.218238,62.1262
1400000US36103200905,0.085681,0.354802,97.3893
1400000US36103200906,0.202584,0.226761,75.4938
1400000US36103201005,0.207361,0.093357,151.7514
1400000US36103201006,0.096215,0.383281,80.6268
1400000US36103201007,0.19238,0.265459,119.015
1400000US36103201008,0.141692,0.258919,150.5747
1400000US36103201009,0.257665,0.168934,83.4948
1400000US36103201010,0.125808,0.354158,80.6226
1400000US36103201200,0.069767,0.162791,109.7561
1400000US36103990100,,,
1400000US36119000101,0.246319,0.137509,95.6543
1400000US36119000103,0.282583,0.077607,122.7893
1400000US36119000104,0.193062,0.11463,140.6534
1400000US36119000202,0.221432,0.119386,88.0435
1400000US36119000203,0.229819,0.197694,120.5936
1400000US36119000204,0.222073,0.120121,88.4591
1400000US36119000205,0.272536,0.125725,102.6709
1400000US36119000300,0.235667,0.227616,118.9637
1400000US36119000401,0.255603,0.102051,74.3867
1400000US36119000403,0.216766,0.052549,109.7769
1400000US36119000404,0.295543,0.13102,100.1796
1400000US36119000501,0.240143,0.096123,127.6706
1400000US36119000502,0.222159,0.382386,72.888
1400000US36119000601,0.267113,0.206101,61.4414
1400000US36119000602,0.158835,0.208272,88.817
1400000US36119000701,0.130668,0.196673,98.3502
1400000US36119000702,0.165245,0.204535,82.3915
1400000US36119000801,0.150729,0.239234,78.0797
1400000US36119000802,0.197209,0.108372,73.8076
1400000US36119000803,0.244212,0.11906,71.1349
1400000US36119000900,0.206566,0.170951,93.3533
1400000US36119001000,0.30056,0.103413,128.7879
1400000US36119001101,0.310748,0.051432,101.9279
1400000US36119001102,0.291222,0.070396,84.679
1400000US36119001200,0.278544,0.088011,102.5048
1400000US36119001301,0.208931,0.207337,104.7904
1400000US36119001302,0.285615,0.096363,103.2486
1400000US36119001304,0.230156,0.073473,92.0113
1400000US36119001305,0.191403,0.098551,89.0036
1400000US36119001401,0.226368,0.229104,84.9126
1400000US36119001402,0.149186,0.284039,105.2139
1400000US36119001403,0.20872,0.160482,118.2186
1400000US36119001502,0.214684,0.176336,99.8035
1400000US36119001503,0.158276,0.21971,81.2838
1400000US36119001504,0.250959,0.210324,97.9972
1400000US36119001505,0.138344,0.172658,95.7356
1400000US36119001600,0.235501,0.08664,119.31
1400000US36119001701,0.147432,0.204185,103.2216
1400000US36119001702,0.17201,0.275078,66.82
1400000US36119001800,0.124074,0.12963,118.6235
1400000US36119001900,0.136422,0.225869,109.7166
1400000US36119002000,0.199173,0.254198,84.8615
1400000US36119002101,0.219914,0.24525,120.873
1400000US36119002103,0.247477,0.198747,71.7274
1400000US36119002104,0.244149,0.193597,81.8522
1400000US36119002105,0.162676,0.355433,83.0337
1400000US36119002106,0.240512,0.107261,84.1945
1400000US36119002107,0.24275,0.119764,103.943
1400000US36119002201,0.149554,0.255357,104.1933
1400000US36119002202,0.138352,0.32275,90.7742
1400000US36119002203,0.139828,0.299713,70.9109
1400000US36119002204,0.130976,0.205255,66.4584
1400000US36119002300,0.209873,0.14621,101.5769
1400000US36119002401,0.227251,0.129586,78.6383
1400000US36119002402,0.076986,0.228228,101.1532
1400000US36119002403,0.23309,0.129757,95.8671
1400000US36119002404,0.221573,0.128587,94.6225
1400000US36119002405,0.251808,0.177515,88.2426
1400000US36119002600,0.220938,0.194361,88.2942
1400000US36119002700,0.239552,0.097015,68.6949
1400000US36119002800,0.258541,0.168705,70.4529
1400000US36119002900,0.202538,0.280625,61.4657
1400000US36119003000,0.176719,0.120624,77.2048
1400000US36119003100,0.247701,0.143356,58.8413
1400000US36119003200,0.255162,0.112583,77.8933
1400000US36119003300,0.102216,0.237182,75.2464
1400000US36119003400,0.16709,0.145135,85.7082
1400000US36119003500,0.249849,0.077435,107.4028
1400000US36119003600,0.161905,0.230952,93.0541
1400000US36119003700,0.164511,0.192782,81.2977
1400000US36119003800,0.140094,0.158055,78.9812
1400000US36119003900,0.192915,0.139327,95.6319
1400000US36119004001,0.233668,0.141773,67.6056
1400000US36119004002,0.213647,0.090983,75.7316
1400000US36119004100,0.19269,0.15938,71.1401
1400000US36119004200,0.165396,0.171715,73.7599
1400000US36119004500,0.204106,0.227053,75.983
1400000US36119004600,0.173686,0.268361,83.5783
1400000US36119004700,0.362874,0.068493,86.7885
1400000US36119004801,0.21681,0.224132,93.6498
1400000US36119004802,0.228353,0.13531,111.3524
1400000US36119004900,0.138398,0.312421,74.4774
1400000US36119005001,0.23326,0.162162,104.5319
1400000US36119005002,0.241255,0.237183,83.7148
1400000US36119005100,0.21518,0.217267,99.1688
1400000US36119005200,0.270112,0.133867,98.5401
1400000US36119005300,0.280488,0.136242,104.2023
1400000US36119005400,0.35986,0.087771,107.6549
1400000US36119005500,0.304968,0.147064,95.1693
1400000US36119005600,,,
1400000US36119005702,0.166166,0.236016,81.9762
1400000US36119005703,0.092166,0.23871,66.0714
1400000US36119005704,0.14897,0.267829,75.2778
1400000US36119005800,0.218252,0.18993,100.5941
1400000US36119005901,0.179045,0.163993,79.7437
1400000US36119005902,0.118647,0.166242,105.3403
1400000US36119006000,0.186572,0.124382,83.6073
1400000US36119006100,0.234929,0.065492,83.972
1400000US36119006200,0.226502,0.131979,124.4251
1400000US36119006301,0.141674,0.185661,95.9149
1400000US36119006302,0.090584,0.39412,71.5746
1400000US36119006400,0.271501,0.127825,79.8059
1400000US36119006500,0.268644,0.108628,107.2294
1400000US36119006600,0.188098,0.14552,91.9895
1400000US36119006700,0.260225,0.162814,112.9154
1400000US36119006801,0.282801,0.186311,110.4416
1400000US36119006802,0.237916,0.24732,103.0164
1400000US36119006900,0.251901,0.125407,112.1501
1400000US36119007000,0.296679,0.193431,92.5577
1400000US36119007100,0.267414,0.12843,98.8699
1400000US36119007200,0.221705,0.225741,106.4423
1400000US36119007300,0.241128,0.094637,107.8689
1400000US36119007401,0.264436,0.129128,83.4636
1400000US36119007402,0.269648,0.160474,121.9708
1400000US36119007500,0.318734,0.21228,92.7302
1400000US36119007600,0.29777,0.137377,87.0204
1400000US36119007700,0.288576,0.121662,95.504
1400000US36119007800,0.293114,0.087359,99.5488
1400000US36119007901,0.222884,0.1875,116.309
1400000US36119007902,0.161994,0.089844,127.7342
1400000US36119008000,0.266161,0.10282,108.5029
1400000US36119008100,0.168647,0.16801,111.3901
1400000US36119008200,0.200578,0.185341,99.0847
1400000US36119008301,0.225293,0.136691,94.6205
1400000US36119008302,0.239165,0.208351,74.3661
1400000US36119008401,0.26235,0.181295,106.0277
1400000US36119008403,0.27155,0.148729,70.3735
1400000US36119008404,0.234699,0.097671,90.3436
1400000US36119008500,0.301898,0.14365,108.3333
1400000US36119008602,0.229952,0.112962,90.3136
1400000US36119008700,0.265332,0.159452,89.409
1400000US36119008801,0.181234,0.071337,116.4117
1400000US36119008802,0.096495,0.181856,74.9639
1400000US36119008901,0.148012,0.23551,74.4568
1400000US36119008902,0.218578,0.11047,106.5583
1400000US36119009000,0.153379,0.105543,101.4788
1400000US36119009100,0.184074,0.135815,91.422
1400000US36119009201,0.127956,0.143142,93.0322
1400000US36119009202,0.208665,0.140809,98.2944
1400000US36119009300,0.131213,0.248842,84.1387
1400000US36119009400,0.169033,0.183233,110.0975
1400000US36119009500,0.203668,0.172867,107.9525
1400000US36119009600,0.235268,0.202703,76.397
1400000US36119009701,0.213711,0.274541,101.2306
1400000US36119009702,0.175599,0.275388,105.0615
1400000US36119009703,0.181818,0.315479,87.3849
1400000US36119009800,0.311646,0.153763,81.6785
1400000US36119009900,0.34218,0.124558,105.5273
1400000US36119010000,0.334465,0.140968,95.4942
1400000US36119010100,0.314456,0.155066,85.2021
1400000US36119010200,0.257921,0.183354,90.6565
1400000US36119010300,0.22102,0.260587,81.131
1400000US36119010400,0.195985,0.169455,102.028
1400000US36119010500,0.287823,0.166199,95.0763
1400000US36119010600,0.265828,0.215531,108.7978
1400000US36119010701,0.266146,0.187116,99.3711
1400000US36119010702,0.179977,0.191165,86.6091
1400000US36119010801,0.197422,0.21529,83.8449
1400000US36119010803,0.118519,0.35775,76.8559
1400000US36119010804,0.159044,0.206016,74.2283
1400000US36119010901,0.239739,0.209888,106.3523
1400000US36119010902,0.188305,0.15593,100.5964
1400000US36119010903,0.210675,0.131722,93.7183
1400000US36119011000,0.275775,0.121125,99.2816
1400000US36119011101,0.208658,0.131531,88.1123
1400000US36119011102,0.258283,0.187032,95.6098
1400000US36119011200,0.218053,0.089605,100.1325
1400000US36119011300,0.311672,0.144441,82.211
1400000US36119011401,0.150183,0.250392,85.6241
1400000US36119011402,0.214205,0.203409,92.7711
1400000US36119011500,0.190984,0.140915,107.7941
1400000US36119011601,0.220498,0.169738,79.8256
1400000US36119011602,0.183171,0.143961,83.6048
1400000US36119011700,0.217911,0.171529,97.2382
1400000US36119011800,0.23617,0.154255,101.5005
1400000US36119011902,0.204545,0.200758,104.7393
1400000US36119012000,0.190722,0.25494,99.4859
1400000US36119012101,0.254955,0.171849,98.5915
1400000US36119012102,0.243703,0.156052,99.0624
1400000US36119012201,0.24436,0.16905,107.1758
1400000US36119012202,0.28109,0.105378,115.9222
1400000US36119012301,0.237137,0.119149,99.6139
1400000US36119012303,0.259719,0.137304,100.2484
1400000US36119012304,0.298209,0.129321,128.3405
1400000US36119012400,0.167676,0.265976,90.223
1400000US36119012501,0.255843,0.144526,92.654
1400000US36119012502,0.205861,0.189219,84.8829
1400000US36119012503,0.207317,0.17789,108.7438
1400000US36119012600,0.346071,0.149396,103.247
1400000US36119012700,0.231324,0.17453,91.1482
1400000US36119012803,0.178668,0.204852,81.2282
1400000US36119012804,0.256488,0.156791,94.3674
1400000US36119012900,0.207182,0.153315,109.2486
1400000US36119013000,0.263588,0.149584,103.1683
1400000US36119013102,0.224496,0.152272,93.874
1400000US36119013103,0.242579,0.147901,79.9305
1400000US36119013104,0.300893,0.137233,107.9985
1400000US36119013201,0.237694,0.20505,118.928
1400000US36119013202,0.219003,0.242056,73.1392
1400000US36119013301,0.217499,0.116202,107.2654
1400000US36119013304,0.213867,0.190197,126.5781
1400000US36119013401,0.154505,0.102324,82.5149
1400000US36119013402,0.220933,0.185642,98.1322
1400000US36119013500,0.177738,0.211336,88.5397
1400000US36119013600,0.206228,0.173933,85.8123
1400000US36119013700,0.135758,0.270796,98.5699
1400000US36119013800,0.2628,0.153596,80.0213
1400000US36119013900,0.219528,0.175664,97.8306
1400000US36119014000,0.212401,0.151715,120.7767
1400000US36119014100,0.204308,0.131351,81.1761
1400000US36119014200,0.243058,0.079301,108.7866
1400000US36119014300,0.280609,0.142719,98.6091
1400000US36119014400,0.2409,0.166667,100.448
1400000US36119014500,0.154696,0.24337,72.4631
1400000US36119014604,0.186252,0.13226,93.6731
1400000US36119014605,0.172764,0.247464,93.631
1400000US36119014606,0.167002,0.202344,109.7158
1400000US36119014607,0.259054,0.130379,91.3575
1400000US36119014701,0.182277,0.196658,120.3854
1400000US36119014703,0.243602,0.115486,77.8296
1400000US36119014704,0.267314,0.120355,100.3384
1400000US36119014805,0.226433,0.217906,97.2897
1400000US36119014806,0.2242,0.144082,108.1675
1400000US36119014808,0.188603,0.172982,120.4719
1400000US36119014809,0.206965,0.241459,96.2605
1400000US36119014810,0.085409,0.489578,67.4043
1400000US36119014811,0.235355,0.149835,91.5113
1400000US36119014812,0.19891,0.174387,88.7263
1400000US36119014813,0.169103,0.146199,94.5024
1400000US36119014901,0.252501,0.182313,108.9791
1400000US36119014903,0.095203,0.531611,64.4417
1400000US36119014907,0.227251,0.120379,105.8537
1400000US36119014908,0.202653,0.194589,89.2664
1400000US36119014909,0.156736,0.350664,82.1009
1400000US36119015000,0.240629,0.207807,106.0424
1400000US36119015100,0.155162,0.346162,95.2684
1400000US36119981000,0.07316,0.014175,255.6098
1400000US36119982000,0.0,0.022923,1776.3441
1400000US36119983000,0.0,0.0,0.9016
1400000US36119984000,0.053191,0.471631,200.0
1400000US36119985000,0.023976,0.0,90.3734
1400000US40017300100,0.256789,0.128195,106.6007
1400000US40017300201,0.283052,0.176871,92.9795
1400000US40017300202,0.241959,0.150462,98.6779
1400000US40017300300,0.285212,0.099329,75.4062
1400000US40017300400,0.236797,0.151618,121.2312
1400000US40017300500,0.257973,0.178241,76.4065
1400000US40017300600,0.204092,0.123543,99.0206
1400000US40017300701,0.186897,0.242069,81.25
1400000US40017300702,0.258025,0.082266,180.561
1400000US40017300802,0.320674,0.157199,115.6695
1400000US40017300803,0.2277,0.201878,106.9971
1400000US40017300804,0.258391,0.07683,88.3473
1400000US40017300805,0.406602,0.079845,98.2815
1400000US40017300806,0.273286,0.10705,122.9272
1400000US40017300901,0.24359,0.09675,100.1791
1400000US40017300902,0.20366,0.125381,79.7199
1400000US40017300904,0.25198,0.124592,88.0859
1400000US40017300905,0.33521,0.160886,105.9461
1400000US40017301001,0.247108,0.019979,150.2632
1400000US40017301003,0.27409,0.08923,70.2677
1400000US40017301006,0.262635,0.076636,90.0787
1400000US40017301010,0.323634,0.046009,85.3499
1400000US40017301011,0.273531,0.102111,115.2241
1400000US40017301012,0.261917,0.124673,111.6408
1400000US40017301013,0.274945,0.130774,103.1275
1400000US40017301014,0.283078,0.103977,115.76
1400000US40017301015,0.219393,0.007835,100.0
1400000US40017301100,0.268876,0.163437,82.4232
1400000US40017301201,0.192446,0.161871,146.624
1400000US40017301202,0.211576,0.201329,105.1705
1400000US40017301301,0.208531,0.141588,63.2495
1400000US40017301302,0.232134,0.10601,107.9724
1400000US40017301406,0.228753,0.13965,120.3927
1400000US40017301407,0.2416,0.15753,77.8181
1400000US40017301408,0.215761,0.286151,89.6952
1400000US40017301409,0.303193,0.093703,81.2331
1400000US40017301410,0.223902,0.181547,87.7888
1400000US40027200100,0.0,0.063745,105.7377
1400000US40027200200,0.150229,0.112345,87.1638
1400000US40027200300,0.272991,0.093417,102.8473
1400000US40027200400,0.200104,0.058516,97.3196
1400000US40027200500,0.076733,0.062156,118.1164
1400000US40027200602,0.151422,0.090956,126.6551
1400000US40027200603,0.187835,0.089901,96.3937
